ds,yhat
2021-08-02,45.63145182523044
2021-08-03,45.84350284541968
2021-08-04,45.74570849852177
2021-08-05,45.59294450537968
2021-08-06,45.278267318998864
2021-08-07,44.64720644433074
2021-08-08,43.633918668961904
2021-08-09,43.28286829159724
2021-08-10,43.5643273049451
2021-08-11,43.5775084372107
2021-08-12,43.5741238867904
2021-08-13,43.44311783606334
2021-08-14,43.02506733438005
2021-08-15,42.24846676727596
2021-08-16,42.15155650096506
2021-08-17,42.69798567330847
2021-08-18,42.98011767142199
2021-08-19,43.242766507707735
2021-08-20,43.36810742517771
2021-08-21,43.19025156547724
2021-08-22,42.63169528839807
2021-08-23,42.725300359006255
2021-08-24,43.430090975063735
2021-08-25,43.83467266006849
2021-08-26,44.18105829744291
2021-08-27,44.34964235840795
2021-08-28,44.17381159709348
2021-08-29,43.57640200091932
2021-08-30,43.59165819009765
2021-08-31,44.18098199293823
2021-09-01,44.43627672865756
2021-09-02,44.60367468733142
2021-09-03,44.56839171712906
2021-09-04,44.16790827174928
2021-09-05,43.33215228823455
2021-09-06,43.101420929281055
2021-09-07,43.44325578704976
2021-09-08,43.455620963890325
2021-09-09,43.39046842359464
2021-09-10,43.1384389423779
2021-09-11,42.543194503993774
2021-09-12,41.53759958066925
2021-09-13,41.165415017369526
2021-09-14,41.39679843152966
2021-09-15,41.33142430978814
2021-09-16,41.22201722364819
2021-09-17,40.95904712854243
2021-09-18,40.38508248004528
2021-09-19,39.43101776057259
2021-09-20,39.13783757688482
2021-09-21,39.472209023275006
2021-09-22,39.52971268171432
2021-09-23,39.55850236114477
2021-09-24,39.44413880848525
2021-09-25,39.02408908961768
2021-09-26,38.22410401088775
2021-09-27,38.08013145243451
2021-09-28,38.554053075064
2021-09-29,38.73705071439868
2021-09-30,38.87338879649883
2021-10-01,38.845354634140925
2021-10-02,38.48784541628075
2021-10-03,37.7248119416815
2021-10-04,37.59121527652931
2021-10-05,38.04878277792845
2021-10-06,38.18936947267333
2021-10-07,38.258711500916704
2021-10-08,38.14131454277527
2021-10-09,37.67482057658191
2021-10-10,36.786801174172105
2021-10-11,36.51616463070771
2021-10-12,36.82893834076755
2021-10-13,36.82150016101541
2021-10-14,36.74419647925357
2021-10-15,36.486093870204925
2021-10-16,35.88935882762104
2021-10-17,34.88548178829939
2021-10-18,34.517008098796005
2021-10-19,34.75306895556102
2021-10-20,34.692524823894345
2021-10-21,34.587514301353075
2021-10-22,34.32815716149052
2021-10-23,33.75690731247413
2021-10-24,32.8047724894477
2021-10-25,32.51306328034778
2021-10-26,32.84896381708255
2021-10-27,32.90873531602738
2021-10-28,32.94134353259748
2021-10-29,32.8332564449961
2021-10-30,32.42290503524251
2021-10-31,31.63702076087525
2021-11-01,31.51250882903175
2021-11-02,32.01214595739146
2021-11-03,32.22791010668659
2021-11-04,32.40472960598628
2021-11-05,32.42539450378153
2021-11-06,32.125119792230734
2021-11-07,31.427971230275467
2021-11-08,31.3688104432173
2021-11-09,31.909046050226387
2021-11-10,32.13999692467422
2021-11-11,32.30665421761554
2021-11-12,32.29258479363422
2021-11-13,31.932255339026533
2021-11-14,31.154042936329176
2021-11-15,30.99548224157911
2021-11-16,31.42114619883476
2021-11-17,31.52591485451447
2021-11-18,31.55863258774125
2021-11-19,31.406899555186893
2021-11-20,30.91149075060068
2021-11-21,30.00261782767624
2021-11-22,29.72169532160929
2021-11-23,30.03690336313402
2021-11-24,30.046358556480648
2021-11-25,30.001685277168043
2021-11-26,29.7927355573186
2021-11-27,29.2619528798077
2021-11-28,28.34059645039552
2021-11-29,28.070488465572552
2021-11-30,28.419576793167536
2021-12-01,28.48512449678216
2021-12-02,28.517317668507264
2021-12-03,28.40403842363119
2021-12-04,27.98529658628561
2021-12-05,27.18953442221399
2021-12-06,27.05546437290362
2021-12-07,27.54772937390947
2021-12-08,27.760194170879103
2021-12-09,27.939655988828637
2021-12-10,27.970718302413548
2021-12-11,27.690318226156712
2021-12-12,27.024119056634667
2021-12-13,27.00842536582564
2021-12-14,27.605908017062347
2021-12-15,27.90894571325393
2021-12-16,28.163370087427037
2021-12-17,28.25335723296717
2021-12-18,28.0095715028047
2021-12-19,27.364695078081034
2021-12-20,27.35615784653367
2021-12-21,27.948199709383918
2021-12-22,28.235151780527985
2021-12-23,28.465109871193505
2021-12-24,28.52474551265204
2021-12-25,28.253747310946785
2021-12-26,27.58110713473057
2021-12-27,27.546912101919247
2021-12-28,28.117933786436872
2021-12-29,28.39082565976256
2021-12-30,28.6157203994428
2021-12-31,28.68097465752732
2022-01-01,28.427556097818105
2022-01-02,27.785288832556077
2022-01-03,27.794619420085127
2022-01-04,28.422195572496577
2022-01-05,28.76406882736436
2022-01-06,29.06931256208413
2022-01-07,29.224802207006977
2022-01-08,29.069651271629283
2022-01-09,28.53151770077502
2022-01-10,28.648440741438485
2022-01-11,29.38449818386085
2022-01-12,29.8330927132685
2022-01-13,30.24065607942116
2022-01-14,30.49151519879541
2022-01-15,30.42241107749201
2022-01-16,29.958882445496
2022-01-17,30.13717183789316
2022-01-18,30.91994179836346
2022-01-19,31.39960807749334
2022-01-20,31.82207705088312
2022-01-21,32.071630417025055
2022-01-22,31.98486494408894
2022-01-23,31.488811657097685
2022-01-24,31.62106732766426
2022-01-25,32.34605201154424
2022-01-26,32.758288164705505
2022-01-27,33.1060727673422
2022-01-28,33.276287548423014
2022-01-29,33.10883992550853
2022-01-30,32.53294897209884
2022-01-31,32.588937189770064
2022-02-01,33.243819327837464
2022-02-02,33.59449910566003
2022-02-03,33.89136533729559
2022-02-04,34.02303495260323
2022-02-05,33.83073766414047
2022-02-06,33.24455839344145
2022-02-07,33.3051996456651
2022-02-08,33.97955605324996
2022-02-09,34.36391245643442
2022-02-10,34.707557051185816
2022-02-11,34.89755664521798
2022-02-12,34.77318784644328
2022-02-13,34.262238927918474
2022-02-14,34.4028427848546
2022-02-15,35.15913108019183
2022-02-16,35.62451853569541
2022-02-17,36.04540627416348
2022-02-18,36.306048494189135
2022-02-19,36.24307349183984
2022-02-20,35.78187099842037
2022-02-21,35.95850359468353
2022-02-22,36.73542984381032
2022-02-23,37.20484592249819
2022-02-24,37.61243282182095
2022-02-25,37.84225196620853
2022-02-26,37.73127928156957
2022-02-27,37.20578915227761
2022-02-28,37.30324605179624
2022-03-01,37.98799193221055
2022-03-02,38.35453713860591
2022-03-03,38.65124334033847
2022-03-04,38.76514316804128
2022-03-05,38.53638878638495
2022-03-06,37.89454336244194
2022-03-07,37.88037589902495
2022-03-08,38.46145042412461
2022-03-09,38.73532020627981
2022-03-10,38.9531183850932
2022-03-11,39.00429248185908
2022-03-12,38.73097759591688
2022-03-13,38.06422454387548
2022-03-14,38.04574536060826
2022-03-15,38.64346869558521
2022-03-16,38.95471686238153
2022-03-17,39.2297965304901
2022-03-18,39.35675061675335
2022-03-19,39.175765762819445
2022-03-20,38.61545073595696
2022-03-21,38.71464677786743
2022-03-22,39.43806060653
2022-03-23,39.879529619473
2022-03-24,40.28570876189392
2022-03-25,40.54092384927186
2022-03-26,40.48168280284008
2022-03-27,40.03305713322434
2022-03-28,40.23059170975728
2022-03-29,41.03603063655237
2022-03-30,41.5406660886045
2022-03-31,41.989097144717306
2022-04-01,42.26414132090199
2022-04-02,42.201388572123655
2022-04-03,41.72560890109762
2022-04-04,41.87267079990553
2022-04-05,42.60525818304969
2022-04-06,43.01619291617301
2022-04-07,43.35215077828797
2022-04-08,43.49851484009461
2022-04-09,43.29385775819488
2022-04-10,42.66626620895474
2022-04-11,42.65516720773856
2022-04-12,43.22694661124817
2022-04-13,43.47816982680968
2022-04-14,43.659195534988605
2022-04-15,43.658929384911154
2022-04-16,43.31921205152889
2022-04-17,42.57105759428195
2022-04-18,42.45640432406102
2022-04-19,42.9436706095959
2022-04-20,43.130927389532026
2022-04-21,43.26947949659185
2022-04-22,43.24860357285793
2022-04-23,42.90993728125764
2022-04-24,42.18373555660705
2022-04-25,42.11065540236857
2022-04-26,42.657360481594765
2022-04-27,42.91975564100689
2022-04-28,43.14664145337023
2022-04-29,43.22453420498161
2022-04-30,42.99214342270766
2022-05-01,42.37671989582887
2022-05-02,42.41593281919433
2022-05-03,43.07356442401216
2022-05-04,43.44282943943946
2022-05-05,43.77010684725633
2022-05-06,43.93982698737476
2022-05-07,43.78900415925315
2022-05-08,43.24362556160303
2022-05-09,43.34055491115106
2022-05-10,44.043237453884856
2022-05-11,44.44501394704877
2022-05-12,44.79283126538205
2022-05-13,44.9720934749319
2022-05-14,44.821144690816304
2022-05-15,44.26759672595491
2022-05-16,44.35016103780828
2022-05-17,45.034275021509714
2022-05-18,45.41533242441896
2022-05-19,45.742308450135496
2022-05-20,45.902526292667055
2022-05-21,45.73605929832587
2022-05-22,45.17198453583997
2022-05-23,45.25014985893523
2022-05-24,45.93674680762618
2022-05-25,46.327501066637645
2022-05-26,46.67127257357853
2022-05-27,46.854813071151554
2022-05-28,46.71717584587093
2022-05-29,46.18599344764429
2022-05-30,46.29928495109767
2022-05-31,47.02108405496554
2022-06-01,47.44469818811297
2022-06-02,47.816388707890845
2022-06-03,48.02021757797435
2022-06-04,47.89255253102595
2022-06-05,47.35844352426214
2022-06-06,47.45352890294438
2022-06-07,48.13975935801825
2022-06-08,48.508746670694045
2022-06-09,48.80552428677456
2022-06-10,48.91346229366301
2022-06-11,48.673305732372064
2022-06-12,48.00614984461726
2022-06-13,47.94880327021335
2022-06-14,48.46503195852896
2022-06-15,48.64888737151537
2022-06-16,48.74842666549162
2022-06-17,48.650568094337245
2022-06-18,48.19557240599066
2022-06-19,47.31336277176169
2022-06-20,47.04534238485349
2022-06-21,47.35999952176169
2022-06-22,47.35610971895885
2022-06-23,47.28632565717911
2022-06-24,47.04190167560678
2022-06-25,46.46704746003917
2022-06-26,45.49512720002489
2022-06-27,45.17036698058634
2022-06-28,45.46336359714138
2022-06-29,45.47420750499644
2022-06-30,45.45601312454461
2022-07-01,45.299605541057225
2022-07-02,44.84785967866777
2022-07-03,44.03190914549632
2022-07-04,43.8928877486547
2022-07-05,44.3974964160159
2022-07-06,44.64120710259212
2022-07-07,44.87189511022021
2022-07-08,44.97464644996361
2022-07-09,44.78623336031521
2022-07-10,44.23147173104138
2022-07-11,44.34511959474639
2022-07-12,45.08760529982365
2022-07-13,45.54839264496312
2022-07-14,45.969770050160406
2022-07-15,46.231806104544425
2022-07-16,46.17148777875342
2022-07-17,45.70561485626598
2022-07-18,45.86637913849495
2022-07-19,46.61264136729929
2022-07-20,47.03334724624892
2022-07-21,47.371340727013845
2022-07-22,47.508315983977866
2022-07-23,47.27939691269394
2022-07-24,46.60955468051979
2022-07-25,46.535520424451576
2022-07-26,47.02148086424096
2022-07-27,47.16236452081471
2022-07-28,47.20750727884561
2022-07-29,47.0454425162815
2022-07-30,46.51830884088082
2022-07-31,45.55809045805815
2022-08-01,45.20835193110548
2022-08-02,45.439759810972575
2022-08-03,45.35320344918531
2022-08-04,45.20330814388871
2022-08-05,44.88308991917173
2022-08-06,44.2382486086077
2022-08-07,43.20331735116258
2022-08-08,42.82333271144022
2022-08-09,43.06931965102789
2022-08-10,43.04140466323306
2022-08-11,42.99235044059976
2022-08-12,42.81226080807591
2022-08-13,42.34295125342452
2022-08-14,41.51420108748445
2022-08-15,41.36554869074951
2022-08-16,41.86192071272217
2022-08-17,42.096904663020325
2022-08-18,42.31645398341399
2022-08-19,42.40376976384415
2022-08-20,42.202437804217205
2022-08-21,41.62709176461416
2022-08-22,41.711140230730805
2022-08-23,42.41396306992984
2022-08-24,42.82432293551679
2022-08-25,43.18418925880712
2022-08-26,43.37371580311464
2022-08-27,43.22585992786933
2022-08-28,42.66285308282711
2022-08-29,42.7181783232312
2022-08-30,43.35234104653597
2022-08-31,43.656238848242886
2022-09-01,43.874917262389474
2022-09-02,43.89245450326592
2022-09-03,43.54646606033194
2022-09-04,42.76444195359284
2022-09-05,42.58557621751212
2022-09-06,42.97637897404414
2022-09-07,43.03388141806756
2022-09-08,43.00922504769288
2022-09-09,42.79238283684492
2022-09-10,42.22650766911354
2022-09-11,41.24412506980499
2022-09-12,40.88883368000851
2022-09-13,41.1308072491574
2022-09-14,41.06991133282473
2022-09-15,40.959228262648885
2022-09-16,40.689739632642166
2022-09-17,40.10466244143872
2022-09-18,39.135656003232825
2022-09-19,38.82456240541257
2022-09-20,39.138972905627234
2022-09-21,39.17543139704279
2022-09-22,39.18306583961629
2022-09-23,39.048393700505706
2022-09-24,38.61114166754222
2022-09-25,37.796553963521966
2022-09-26,37.641325481556265
2022-09-27,38.10797022087827
2022-09-28,38.288170708098086
2022-09-29,38.42654742630849
2022-09-30,38.40559044462522
2022-10-01,38.06024226779201
2022-10-02,37.314342032748016
2022-10-03,37.2025871753536
2022-10-04,37.686298822817385
2022-10-05,37.85679659126086
2022-10-06,37.9591690744847
2022-10-07,37.87718241765309
2022-10-08,37.44781688617241
2022-10-09,36.59764310584742
2022-10-10,36.36469625598643
2022-10-11,36.71413717206323
2022-10-12,36.74150919946171
2022-10-13,36.69638061297743
2022-10-14,36.46711878690122
2022-10-15,35.89528996825466
2022-10-16,34.91190030830284
2022-10-17,34.55914033488179
2022-10-18,34.80592553286679
2022-10-19,34.75104528954535
2022-10-20,34.646713042865606
2022-10-21,34.38326636452513
2022-10-22,33.80351283151069
2022-10-23,32.8389387425011
2022-10-24,32.53144362727255
2022-10-25,32.84889332908656
2022-10-26,32.888303378282856
2022-10-27,32.89944432591644
2022-10-28,32.76961600840971
2022-10-29,32.33810616581068
2022-10-30,31.53243837631978
2022-10-31,31.39028777291472
2022-11-01,31.87513522806879
2022-11-02,32.07957743839318
2022-11-03,32.249059015295884
2022-11-04,32.266769885194506
2022-11-05,31.968198023528952
2022-11-06,31.27754852129274
2022-11-07,31.229685823765976
2022-11-08,31.785885940241013
2022-11-09,32.03720466166291
2022-11-10,32.22824823640384
2022-11-11,32.24208886715721
2022-11-12,31.91481471693333
2022-11-13,31.171925695526436
2022-11-14,31.05023273472566
2022-11-15,31.513548784962637
2022-11-16,31.655979522991174
2022-11-17,31.72560263039854
2022-11-18,31.60928079803884
2022-11-19,31.14710123373367
2022-11-20,30.268656238031973
2022-11-21,30.014825955222506
2022-11-22,30.35335493597909
2022-11-23,30.382033809474656
2022-11-24,30.35227804108176
2022-11-25,30.153851765040343
2022-11-26,29.629231940761592
2022-11-27,28.70982943618454
2022-11-28,28.437729695149947
2022-11-29,28.781245644739933
2022-11-30,28.83809460448244
2022-12-01,28.85899107360513
2022-12-02,28.732402729917705
2022-12-03,28.2993662773266
2022-12-04,27.48856519173088
2022-12-05,27.339355660246667
2022-12-06,27.81700513482368
2022-12-07,28.015965363575425
2022-12-08,28.183566220646725
2022-12-09,28.20487457333593
2022-12-10,27.917209132726956
2022-12-11,27.24652317099051
2022-12-12,27.229312769652346
2022-12-13,27.828338142078398
2022-12-14,28.135964713838938
2022-12-15,28.39791094592003
2022-12-16,28.49814567539314
2022-12-17,28.2734249430246
2022-12-18,27.64967972695226
2022-12-19,27.663912305066
2022-12-20,28.279889363966323
2022-12-21,28.59143960723393
2022-12-22,28.84614437486944
2022-12-23,28.93016598311587
2022-12-24,28.682706033922894
2022-12-25,28.03230766600796
2022-12-26,28.018662215622825
2022-12-27,28.608211257545637
2022-12-28,28.897354650486538
2022-12-29,29.136055900690835
2022-12-30,29.212592199617315
2022-12-31,28.967943795930275
2023-01-01,28.332038776127256
2023-01-02,28.34551545283719
2023-01-03,28.975294639314257
2023-01-04,29.31777328153794
2023-01-05,29.622431124274243
2023-01-06,29.77659763618004
2023-01-07,29.620117804140783
2023-01-08,29.080908949405984
2023-01-09,29.19751492819033
2023-01-10,29.934502423741016
2023-01-11,30.38573142409097
2023-01-12,30.79804452731294
2023-01-13,31.05611965874308
2023-01-14,30.996977510858517
2023-01-15,30.546355958832493
2023-01-16,30.74060947843984
2023-01-17,31.5424214525264
2023-01-18,32.044136362636934
2023-01-19,32.49149912455067
2023-01-20,32.76854456980384
2023-01-21,32.71212721866161
2023-01-22,32.24830288513012
2023-01-23,32.41421990276413
2023-01-24,33.17380810120988
2023-01-25,33.62107324756781
2023-01-26,34.00378538027165
2023-01-27,34.20830562165504
2023-01-28,34.07404356486605
2023-01-29,33.52975903168192
2023-01-30,33.61536848206205
2023-01-31,34.29754685638846
2023-02-01,34.672935292771605
2023-02-02,34.99174586809772
2023-02-03,35.14251057863861
2023-02-04,34.96646911280016
2023-02-05,34.39381142044549
2023-02-06,34.465437249985
2023-02-07,35.148524947976014
2023-02-08,35.53972105341882
2023-02-09,35.88874246657284
2023-02-10,36.083138560292895
2023-02-11,35.962708194099044
2023-02-12,35.455783122988464
2023-02-13,35.60104611723747
2023-02-14,36.36316700423249
2023-02-15,36.83606982578765
2023-02-16,37.26661980441845
2023-02-17,37.539474907876006
2023-02-18,37.49159349807376
2023-02-19,37.04861045452751
2023-02-20,37.24673989006666
2023-02-21,38.04849238371385
2023-02-22,38.54601370904652
2023-02-23,38.98483223872184
2023-02-24,39.24875788888141
2023-02-25,39.17442255151918
2023-02-26,38.68767330271568
2023-02-27,38.82547587312807
2023-02-28,39.551616166193774
2023-03-01,39.96000716094119
2023-03-02,40.29838922782686
2023-03-03,40.453168034671336
2023-03-04,40.26388173173926
2023-03-05,39.65951082192071
2023-03-06,39.68029063505982
2023-03-07,40.2933168673478
2023-03-08,40.59575436138542
2023-03-09,40.8384400728484
2023-03-10,40.9106273097916
2023-03-11,40.65436574709836
2023-03-12,40.00073325524176
2023-03-13,39.99158183622896
2023-03-14,40.59509017001278
2023-03-15,40.90893459621614
2023-03-16,41.1838706823748
2023-03-17,41.30847318906944
2023-03-18,41.12352916538432
2023-03-19,40.558299868636695
2023-03-20,40.65231311161767
2023-03-21,41.37097715485746
2023-03-22,41.80882629771404
2023-03-23,42.21318818895505
2023-03-24,42.46901821391309
2023-03-25,42.41339296641952
2023-03-26,41.97187565696169
2023-03-27,42.18041196162738
2023-03-28,43.00104453703251
2023-03-29,43.52525338366582
2023-03-30,43.99770933894302
2023-03-31,44.30118355617872
2023-04-01,44.27110280031047
2023-04-02,43.83196162250128
2023-04-03,44.01924856982509
2023-04-04,44.79517378803553
2023-04-05,45.25200483911681
2023-04-06,45.635798171426615
2023-04-07,45.83126976730578
2023-04-08,45.676295959723525
2023-04-09,45.0982570979629
2023-04-10,45.135883245076215
2023-04-11,45.754891639564335
2023-04-12,46.051225394274255
2023-04-13,46.27468371910567
2023-04-14,46.3136901534937
2023-04-15,46.00969278511096
2023-04-16,45.29341205426845
2023-04-17,45.20659809374023
2023-04-18,45.71758986846216
2023-04-19,45.9244878098134
2023-04-20,46.078732076488905
2023-04-21,46.0698343427332
2023-04-22,45.73974708510921
2023-04-23,45.01914114916356
2023-04-24,44.94914400011911
2023-04-25,45.49693982335378
2023-04-26,45.75898736548545
2023-04-27,45.98465707548504
2023-04-28,46.06103351833708
2023-04-29,45.82737570423342
2023-04-30,45.21144882262304
2023-05-01,45.2513865110275
2023-05-02,45.91137248188654
2023-05-03,46.28494924712945
2023-05-04,46.6187417264622
2023-05-05,46.79733903796824
2023-05-06,46.65782467425042
2023-05-07,46.12616642354928
2023-05-08,46.23912341161117
2023-05-09,46.95995776381526
2023-05-10,47.38175777514248
2023-05-11,47.751160020285816
2023-05-12,47.95321385869666
2023-05-13,47.82587919950056
2023-05-14,47.29637003292428
2023-05-15,47.403002701513095
2023-05-16,48.11083840929858
2023-05-17,48.51492919420367
2023-05-18,48.86395740031434
2023-05-19,49.04501489413052
2023-05-20,48.89801577689803
2023-05-21,48.35195799343848
2023-05-22,48.44669561970424
2023-05-23,49.14851396146359
2023-05-24,49.55331906456687
2023-05-25,49.9102337118772
2023-05-26,50.10634778567317
2023-05-27,49.95560597529716
2023-05-28,49.41160864422804
2023-05-29,49.51286830867961
2023-05-30,50.223932948715536
2023-05-31,50.63862709315074
2023-06-01,51.00371327286359
2023-06-02,51.20371982388732
2023-06-03,51.075427654633565
2023-06-04,50.54422939065505
2023-06-05,50.64601989488967
2023-06-06,51.34290679170115
2023-06-07,51.72654847178217
2023-06-08,52.041907031073926
2023-06-09,52.17215903983437
2023-06-10,51.95325387610743
2023-06-11,51.31033045377404
2023-06-12,51.27964914059344
2023-06-13,51.82432574612882
2023-06-14,52.03767382277215
2023-06-15,52.166942059808015
2023-06-16,52.09818958342883
2023-06-17,51.67078941617385
2023-06-18,50.813772041934456
2023-06-19,50.56766756114652
2023-06-20,50.90013553767555
2023-06-21,50.90919147726491
2023-06-22,50.8468198171527
2023-06-23,50.6037196573468
2023-06-24,50.02367712706679
2023-06-25,49.03978009163436
2023-06-26,48.69613745442719
2023-06-27,48.963395826367616
2023-06-28,48.941865966260096
2023-06-29,48.88505202361676
2023-06-30,48.68433255910671
2023-07-01,48.18328948773557
2023-07-02,47.31390233646857
2023-07-03,47.11827113520681
2023-07-04,47.56416111624557
2023-07-05,47.74818134544601
2023-07-06,47.91938935230061
2023-07-07,47.96406910315113
2023-07-08,47.72017620249178
2023-07-09,47.1136648802365
2023-07-10,47.18035674896114
2023-07-11,47.881640757655305
2023-07-12,48.30781240350256
2023-07-13,48.70184000388462
2023-07-14,48.944301021808975
2023-07-15,48.86797801311651
2023-07-16,48.39432459203752
2023-07-17,48.555457510521535
2023-07-18,49.30996077302294
2023-07-19,49.7463068281583
2023-07-20,50.106680192458825
2023-07-21,50.271944698553874
